BranchID,BankID,BranchName,BranchCode,Address,SortCode,Phone#1,Phone#2,FaxNumber,EMail,Comment
1111,31,חולון עסקים,78,"הזורע, פינת החופר חולון 58853",,03-6506200,,03-5134078,,
1112,31,רמת אביב,82,"בית צורי 15, רמת אביב ג' תל אביב 69122",,03-6403200,,03-5134082,,
1113,31,מעלות,91,מרכז מסחרי חדש מעלות תרשיחא 24952,,04-9078200,,03-5134091,,
1114,31,רעננה,92,אחוזה 124 רעננה 43450,,09-7752200,,09-7752222,,
1115,31,ככר המדינה,93,ויצמן 32 (בית לסין) תל אביב 62093,,03-6946200,,03-5134093,,
1116,31,הדר יוסף,94,"שלום אש 9, הדר יוסף תל אביב 69483",,03-6450200,,03-5134094,,
1117,31,גבעת שמואל,95,בן גוריון 11א' גבעת שמואל 54017,,03-5304200,,03-5134095,,
1118,31,ככר יצחק רבין,101,בלוך 2 תל אביב 64161,,03-5205200,,03-5134101,,
1119,31,אשקלון,109,"רמז, מרכז מסחרי חדש אשקלון 78533",,08-6776200,,03-5134109,,
1120,31,יהוד,110,דרך העצמאות 56 יהוד 56304,,03-5393200,,03-5134110,,
1121,31,עפולה,111,חטיבה 9 מס' 23 עפולה 18356,,04-6520200,,03-5134111,,
1122,31,דניה,112,"לסקוב 1, רמת גולדה חיפה 34950",,04-8118200,,03-5134112,,
1123,31,צ'ק פוסט,113,שד' ההסתדרות 53-55 חיפה 32960,,04-8812200,,04-8812222,,
1124,31,קרית משה,114,כנפי נשרים 2 ירושלים 95464,,02-6544200,,03-5134114,,
1125,31,יד חרוצים,115,יד חרוצים 12 תל אביב 67778,,03-6365200,,03-5134115,,
1126,31,רוטשילד,116,"שד' רוטשילד 76, קומה 3 תל אביב 65785",,03-7102250,,03-5134116,,
1127,31,"ראשל"צ מערב",119,"לישנסקי 9, אזור התעשיה ראשון לציון 75650",,03-9536200,,03-5134119,,
1128,31,כפר ורדים,120,מרכז מסחרי חדש כפר ורדים 25147,,04-9076200,,03-5134120,,
1129,31,רמת החייל,121,"ראול ולנברג 4, רמת החייל תל אביב 69719",,03-7680200,,03-5134121,,
1130,31,פסגת זאב,122,שד' משה דיין 158 ירושלים 97816,,02-5940200,,02-5134122,,
1131,31,רמת השרון,125,סוקולוב 62 רמת השרון 47235,,03-7604200,,03-5134125,,
1132,31,אבני חן,126,אבא הלל 3 רמת גן 52522,,03-7535200,,03-5134126,,
1133,31,אביבים,127,"זריצקי 4, רמת אביב החדשה תל אביב 69122",,03-6984200,,03-5134127,,
1134,31,מודיעין,128,שמואל הנביא 6 מודיעין 71700,,08-9736200,,03-5134128,,
1135,31,רוגוזין,133,"רוגוזין 9, ת"ד 1069 אשדוד 77273",,08-8565288,,08-8533411,,
1136,31,בינלאומי קול,295,שוקן 23 תל אביב 65251,,1-700-700-031,,03-5134818,,
1137,31,קופות גמל,296,קבוץ גלויות 34 תל אביב 66550,,03-5155600,,03-6815005,,
1138,31,יחידה מרכזת,297,שוקן 23 תל אביב 66532,,03-5134211,,03-5134453,,
1139,31,הנהלת חשבונות ראשית,298,אחד העם 9 תל אביב 65251,,03-5196111,,03-5172890,,
1140,31,"שלוחת מת"ם",906,"מגדלי מת"ם, בניין 12 חיפה 31905",,04-8501099,,04-8501098,,
1141,31,קרית משה עסקים,914,כנפי נשרים 24 ירושלים 95464,,02-6587200,,02-6587215,,
1142,31,שלוחת עורק,989,הפנינה 8 רעננה 43215,,,,,,
1143,31,שלוחת בנקאות פרטית ובינלאומית נתניה,998,ככר העצמאות 9 נתניה 42271,,09-8305200,,09-8626802,,
1144,34,חיפה,1,המגינים 53 חיפה 33265,,04-8514244,,04-8538823,,
1145,34,נצרת,2,כביש ראשי טבריה נצרת נצרת 16000,,04-6571030,,04-6562974,,
1146,34,מג'אר,4,הרחוב הראשי מג'אר 14930,,04-6786001,,04-6782171,,
1147,34,שפרעם,5,"שכונת אלעין, כניסה מערבית שפרעם 20200",,04-9865642,,04-9504272,,
1148,34,סכנין,6,הרחוב הראשי סכנין 24950,,04-6742116,,04-6743799,,
1149,34,כפר כנא,7,הרחוב הראשי כפר כנא 16930,,04-6419410,,04-6419415,,
1150,34,כפר קרע,8,מרכז כפר קרע כפר קרע 30075,,04-6351263,,04-6356871,,
1151,34,כפר יאסיף,15,הרחוב הראשי כפר יאסיף 24908,,04-9961196,,04-9963244,,
1152,34,ראמה,16,הרחוב הראשי ראמה 20102,,04-9884737,,04-9883825,,
1153,34,מעלות תרשיחא,17,"מרכז מסחרי חדש, תרשיחא מעלות תרשיחא 24952",,04-9979078,,04-9974403,,
1154,34,אום אל פחם,18,"מרכז מסחרי אלהרם, כניסה לעיר אום אל פחם 30010",,04-6313932,,04-6313352,,
1155,34,טמרה,26,כניסה לעיר טמרה טמרה 24930,,04-9946642,,04-9945289,,
1156,34,כפר ערערה,27,הרחוב הראשי ערערה 30026,,04-6351260,,04-6356665,,
1157,34,כפר מנדא,28,הכניסה לכפר כפר מנדא 16965,,04-9864844,,04-9864241,,
1158,34,דבוריה,29,"הכביש הראשי, כניסה לכפר דבוריה 16910",,04-6702420,,04-6702356,,
1159,34,בנין העיריה שפרעם,31,בנין העיריה שפרעם 20200,,04-9866549,,04-9868525,,
1160,34,אעבלין,32,אבו נחלה 13 אעבלין 30012,,04-9866318,,04-9866654,,
1161,34,ירכא,33,מרכז הכפר ירכא 24967,,04-9961388,,04-9967347,,
1162,34,בית ג'אן,34,הרחוב הראשי בית ג'אן 24990,,04-9802271,,04-9802730,,
1163,34,גוש חלב,35,מרכז הכפר גוש חלב 13872,,04-6989560,,04-6987631,,
1164,34,עראבה,36,מרכז הכפר עראבה 24945,,04-6741709,,04-6743978,,
1165,34,דיר אל אסד-בענה,38,מרכז הכפר דיר אל-אסד 20188,,04-9884585,,04-9885423,,
1166,34,פקיעין,41,מרכז הכפר פקיעין 24914,,04-9979712,,04-9973784,,
1167,34,חרפיש,43,מרכז הכפר חרפיש 25155,,04-9977356,,04-9972636,,
1168,34,"יחידת ביצוע מחלקת מט"י",49,בר יהודה 48 נשר 36601,,04-8205222,,04-8205250,,
1169,46,"בית אבות "גן בעיר",1,"ד"ר כהן 12 רמת גן 52537",,,,,,
1170,46,תל אביב,154,"שד' רוטשילד 80, ת"ד 2639 תל אביב 61025",,03-5641411,,03-5641433,,
1171,46,הלוואות עובדים,155,"אחד העם 27, ת"ד 2639 תל אביב 61025",,03-7149200,,03-7149210,,
1172,46,חולון,162,"סוקולוב 48, ת"ד 11 חולון 58100",,03-5021800,,03-5014249,,
1173,46,ראשון לציון,164,"תרמ"ב 9, ת"ד 20 ראשון לציון 75290",,03-9595200,,03-9665920,,
1174,46,כפר סבא,165,"ויצמן 50, ת"ד 197 כפר סבא 44101",,09-7624200,,09-7463331,,
1175,46,ירושלים,166,"שמאי 16, ת"ד 2272 ירושלים 91022",,02-6237200,,02-6246624,,
1176,46,נתניה,172,"דיזנגוף 22, ת"ד 1711 נתניה 42405",,09-8304200,,09-8345525,,
1177,46,חיפה,178,"הרצל 4, ת"ד 4112 חיפה 31040",,04-8685200,,04-8620725,,
1178,46,רמת גן,183,"ז'בוטינסקי 64, ת"ד 8075 רמת גן 52180",,03-6799200,,03-6729966,,
1179,46,פתח תקוה,185,"שפיגל 3, ת"ד 82 פתח תקוה 49361",,03-9120200,,03-9344220,,
1180,46,"מגמ"ש (מרכז גביה משפטית)",188,"אחד העם 27, ת"ד 2639 תל אביב 61025",,03-7149211,,03-7149216,,
1181,46,באר שבע,191,"הרצל 91, ת"ד 5409 באר שבע 84105",,08-6203333,,08-6231717,,
1182,46,אשדוד,192,"הבנים 7, ת"ד 5192 אשדוד 77152",,08-8621200,,08-8644441,,
1183,46,הנהלה ראשית,199,"שד' רוטשילד 80, ת"ד 2639 תל אביב 61025",,03-5641333,,03-5602384,,
1184,52,ביתר עלית,177,רבי עקיבא 7 ביתר עילית ,,02-5723200,,03-5134177,,
1185,52,רמת בית שמש,179,נחל קישון 48/12 בית שמש 99099,,02-9906400,,02-9906410,,
1186,52,מודיעין עילית,180,"אבני נזר 46, קרית ספר מודיעין עילית 71917",,08-9780200,,08-9740695,,
1187,52,פתח תקוה,181,חיים עוזר 2 פתח תקוה 49361,,03-9114200,,03-9042220,,
1188,52,שלומציון,182,שלומציון המלכה 1 ירושלים 94146,,02-6219200,,02-6244706,,
1189,52,רבי עקיבא,183,רבי עקיבא 64 בני ברק 51368,,03-6156200,,03-5704266,,
1190,52,מאה שערים,184,מאה שערים 44 ירושלים 95229,,02-5417200,,02-5811055,,
1191,52,ירושלים,185,"עמוס 12, שכונת גאולה ירושלים 95506",,02-5011200,,02-5011222,,
1192,52,אשדוד,186,"דב גור 8, רובע ו' אשדוד 77535",,08-8578200,,08-8641322,,
1193,52,חיפה,187,ארלוזורוב 13 חיפה 33136,,04-8614200,,04-8664732,,
1194,52,בני ברק,188,חזון איש 42 בני ברק 51511,,03-6174200,,03-6174222,,
1195,52,תל אביב,189,"מונטיפיורי 13, ת"ד 29741 תל אביב 61297",,03-7959200,,03-7959222,,
1196,52,הנהלה מרכזית,190,"אחד העם 9, מגדל שלום תל אביב 65251",,03-5196650,,03-5196785,,
1197,52,שלוחת הדר גנים,981,מנחם בגין 96 פתח תקוה 49732,,03-9170710,,03-9170712,,
1198,52,חזון איש,999,חזון איש 29 בני ברק 51509,,03-5792711,,03-5793154,,
1199,54,"משרד ראשי- הנח"ש ומטה",1,הרברט סמואל 2 ירושלים 91022,,02-6706290,,02-6233266,,
1200,54,גאולה,26,יעקב מאיר 10 ירושלים 95513,,02-5375314,,02-5376423,,
1201,54,בנקאות פרטית,30,קרן היסוד 18 ירושלים 92149,,02-6774777,,02-5671601,,
1202,54,העסקי,31,קרן היסוד 18 ירושלים 92149,,02-6774755,,02-6774750,,
1203,54,סניף ראשי,50,הרברט סמואל 2 ירושלים 91022,,02-6706016,,02-6234043,,
1204,54,תל אביב,51,"אחד העם 9, מגדל שלום תל אביב 65251",,03-7952200,,03-5106071,,
1205,54,חיפה,52,"פלי"ם 9, בנין צים חיפה 33095",,04-8671485,,04-8673227,,
1206,54,ראשון לציון,53,הרצל 63 ראשון לציון 75267,,03-9667316,,03-9665579,,
1207,54,עכו,54,"דרך הארבעה, פינת העצמאות 29 עכו 24511",,04-9917111,,04-9914433,,
1208,54,בני ברק,55,"חזון איש 2, פינת רבי עקיבא בני ברק 51520",,03-5790187,,03-5703176,,
1209,54,אשדוד,61,שבי ציון 118 אשדוד 77301,,08-8534255,,08-8534233,,
1210,54,קריון,63,דרך עכו 192 קרית ביאליק 27000,,04-8773801,,04-8773798,,
1211,54,סכנין,64,כביש ראשי 805 סכנין 20173,,04-6745467,,04-6745468,,
1212,54,אשקלון,66,הרצל 5 אשקלון 78601,,08-6755527,,08-6755521,,
1213,54,חולון,67,סוקולוב 28 חולון 58256,,03-5037501,,03-5037525,,
1214,54,באר שבע,69,הדסה 90 באר שבע 84221,,08-6105551,,08-6105545,,
1215,54,נצרת,91,מרכז אל-ריאד 6092/50 נצרת 16000,,04-6569059,,04-6562359,,
1216,54,נתניה,92,הרצל 45 נתניה 42390,,09-8829273,,09-8628972,,
1217,54,פתח תקוה,93,"ההגנה 10, מידרחוב פתח תקוה 49591",,03-9309729,,03-9345144,,
1218,9,סניף דואר מרכזי,1,רח יפו 217 ירושליים,,02-6290319,,,,
1219,9,"סניף ראשל"צ",326,,,,,,,
1655,38,סניף ראשי,481,"אלקודס רח' אל אוודה, בנין טאנוס רמאללה הרשות הפלסטינית",,02-2954141,,02-2954145,,
1656,38,אל-ראם,483,בנין אסחק ע'ושה אל-ראם הרשות הפלסטינית,,02-2347240,,02-2447242,,
1657,38,שכם,484,"לשכת המסחר, בנין אלחיאט שכם הרשות הפלסטינית",,09-2385161,,09-2385169,,
1658,38,אל עזריה,485,רחוב אבו דיס אל-עזריה הרשות הפלסטינית,,02-2799886,,02-2799258,,
1659,38,אל מסיון-אל בירה,486,אל נהדה אל-בירה הרשות הפלסטינית,,02-2979988,,02-2979980,,
1660,37,רמאללה אזור תעשיה,827,רחוב יפו רמאללה הרשות הפלסטינית,,02-2963785,,02-2963788,,
1661,37,בית לחם,828,שער זיקאק-רח' חברון בית לחם הרשות הפלסטינית,,02-2749940,,02-2749941,,
1662,37,אל עזריה (ביתוניה),826,רחוב ראשי אל-עזריה הרשות הפלסטינית,,02-2790243,,02-2790245,,
1663,37,אל ראם,825,רחוב ראשי אל-ראם הרשות הפלסטינית,,02-2343840,,02-2343842,,
1664,37,חברון,824,פייסל רח' אל קרמיל חברון הרשות הפלסטינית,,02-2224351,,02-2224350,,
1665,37,שכם,822,נבלוס אל חוסין שכם הרשות הפלסטינית,,09-2381120,,09-2381126,,
1666,37,רמאללה,821,רח' רמאללה-אל קודס רמאללה הרשות הפלסטינית,,02-2958686,,02-2958684,,
1667,37,הנהלה ראשית,1,אלקודס רמאללה הרשות הפלסטינית,,02-2952703,,02-2952705,,
1668,37,טול כרם,829,"רח' ראשי, טול כרם -שכם טול כרם הרשות הפלסטינית",,09-2678881,,09-2678884,,
1669,37,ג'נין,823,פייסל ג'נין הרשות הפלסטינית,,04-2505403,,04-2505402,,
1670,84,חלחול,405,"חלחול, הרחוב הראשי 1, חברון",,02-2299602,,02-2299605,,
1677,73,קלקיליה,445,חיפה 1 קלקיליה הרשות הפלסטינית,,09-2944330,,09-2944335,,
1678,73,חברון,442,רח' המלך עבדאללה חברון הרשות הפלסטינית,,02-2554151,,02-2554159,,
1679,73,טול כרם,422,רחוב ג'מאל עבדל נאסר טול כרם הרשות הפלסטינית,,09-2676310,,09-2676316,,
1680,73,סניף ראשי,424,דרך שכם אל-בירה הרשות הפלסטינית,,02-2407060,,02-2407065,,
1681,73,שכם,443,רח' סופיאן שכם הרשות הפלסטינית,,09-2336001,,09-2336005,,
1682,73,בית לחם,444,רחוב ראשי ירושלים חברון הרשות הפלסטינית,,02-2777881,,02-2777887,,
1683,73,ג'נין,423,רחוב אל-מהטה ג'נין הרשות הפלסטינית,,04-2437080,,04-2437086,,
1684,76,בית לחם,411,רח' אלהלאל בית לחם הרשות הפלסטינית,,02-2765550,,02-2770889,,
1685,76,ג'נין,901,אבו באקר ג'נין הרשות הפלסטינית,,04-2436560,,04-2436567,,
1686,76,BITUNIA,900, ביתוניא הרשות הפלסטינית,,02-2901682,,02-2901686,,
1687,76,סניף ראשי,899,רחוב אל נהדה רמאללה הרשות הפלסטינית,,02-2407880,,02-2407881,,
1688,76,שכם,898,רח' חמדי כנעאן שכם הרשות הפלסטינית,,09-2385051,,09-2385057,,
1689,76,יריחו,897,רח' קאסר הישאם יריחו הרשות הפלסטינית,,02-2321035,,02-2323602,,
1690,76,חברון,412,ככר אלמנארה חברון הרשות הפלסטינית,,02-2252701,,02-2252706,,
1691,49,ג'נין,854,רחוב אבו באקר ג'נין הרשות הפלסטינית,,04-2436280,,04-2436288,,
1692,49,אל-עיזריה,862,הרחוב הראשי אל-עזריה הרשות הפלסטינית,,02-2796671,,02-2796677,,
1693,49,טול-כרם,855,רחוב שכם טול כרם הרשות הפלסטינית,,09-2676630,,09-2676638,,
1694,49,"רמאללה, אל-מנארה",852,"ככר מנארה, בנין בקרי רמאללה הרשות הפלסטינית",,02-2959581,,02-2959588,,
1695,49,קלקיליה,856,רח' עבדלרחים אל סבע קלקיליה הרשות הפלסטינית,,09-2942710,,09-2942718,,
1696,49,שכם,851,ככר המלך חוסיין שכם הרשות הפלסטינית,,09-2382340,,09-2382351,,
1697,49,רמאללה-העיר,857,בנין אלחרג'ה רמאללה הרשות הפלסטינית,,02-2986480,,02-2986488,,
1698,49,בית לחם,853,"בית נזאל,רח' מנג'ר בית לחם הרשות הפלסטינית",,02-2770080,,02-2770088,,
1699,49,אל-ראם,861,דרך רמאללה אל-ראם הרשות הפלסטינית,,02-2348710,,02-2348717,,
1700,49,חברון - אלסלאם,858,רחוב אלסלאם חברון הרשות הפלסטינית,,02-2226410,,02-2226418,,
1701,67,בית לחם,881,כביש ראשי- חברון- בית לחם בית לחם הרשות הפלסטינית,,02-2740861,,02-2777974,,
1702,67,שכם,882,רח' עומר אלמוכתאר שכם הרשות הפלסטינית,,09-2383651,,09-2383650,,
1703,67,אל בירה,884,רחוב ראשי רמאללה הרשות הפלסטינית,,02-2958420,,02-2958427,,
1704,82,טובאס,470,"ת"ד 1833 שכם הרשות הפלסטינית",,09-2573140,,09-2573141,,
1705,82,אל-עיזריה,426,הרחוב הראשי אל-עזריה הרשות הפלסטינית,,02-2798803,,02-2798805,,
1706,82,Al-Bireh,475, רמאללה הרשות הפלסטינית,,02-2983300,,02-2983321,,
1707,82,אלמסיון,474,אלמסיון 1 רמאללה הרשות הפלסטינית,,02-2970014,,02-2974283,,
1708,82,ככר אבו רושד,472,ככר אבו רושד 1 חברון הרשות הפלסטינית,,02-2211357,,02-2211359,,
1709,82,סלפית,430,"רח' גרמניה, ת"ד 27 סלפית הרשות הפלסטינית",,09-2515983,,09-2515982,,
1710,82,רמאללה,429,"רח' ראשי, בנין אל-נטשה רמאללה הרשות הפלסטינית",,02-2961750,,02-2961753,,
1711,82,בית ג'אלה,428,רח' אל-סאהל בית ג'אלה הרשות הפלסטינית,,02-2765071,,02-2765072,,
1712,82,שכם,427,המרכז המסחרי שכם הרשות הפלסטינית,,09-2389741,,09-2389743,,
1713,82,ג'נין,473,אבו בקר 1 ג'נין הרשות הפלסטינית,,04-2502951,,04-2502953,,
1714,43,חברון רח' שלאלה,842,רח' שלאלה מס' 15 חברון הרשות הפלסטינית,,02-2224801,,02-2224805,,
1715,43,רמאללה,843,רח' זגוג רמאללה הרשות הפלסטינית,,02-2986313,,02-2986311,,
1716,43,בית לחם,844,"רח' אלמאהד, ככר המולד בית לחם הרשות הפלסטינית",,02-2770351,,02-2770354,,
1717,43,חברון רח' א - סלאם,845,רחוב א-סלאם חברון הרשות הפלסטינית,,02-2226713,,02-2226712,,
1718,43,שכם,841,מרכז מסחרי ב' בנין מס' 8 שכם הרשות הפלסטינית,,09-2382280,,09-2382283,,
1719,66,סניף ראשי,801,ככר המלך חוסיין שכם הרשות הפלסטינית,,09-2381301,,09-2381590,,
1720,66,אלמסיון,800,אל מעאהד 1 ירושלים הרשות הפלסטינית,,02-2977090,,02-2979755,,
1721,66,יריחו,809,עין אל סולטן יריחו הרשות הפלסטינית,,02-2323628,,02-2385256,,
1722,66,קלקיליה,808,רח' עבדלרחים אל סבע קלקיליה הרשות הפלסטינית,,09-2941115,,09-2941119,,
1723,66,בית לחם,807,רח' חברון ירושלים בית לחם הרשות הפלסטינית,,02-2744972,,02-2744974,,
1724,66,טול-כרם,806,בית לשכת המסחר טול כרם הרשות הפלסטינית,,09-2672770,,09-2672773,,
1725,66,אל-אירסאל,805,רח' אלאירסאל רמאללה הרשות הפלסטינית,,02-2986008,,02-2951433,,
1726,66,ג'נין,804,רח' חיפה ג'נין הרשות הפלסטינית,,04-2503393,,04-2503110,,
1727,66,רמאללה-אל כוליה,802,רח' אלכוליה אלאהליה רמאללה הרשות הפלסטינית,,02-2983500,,02-2952764,,
1728,66,חברון אל-שלאלה,803,א-שלאלה חברון הרשות הפלסטינית,,02-2229803,,02-2229327,,
1729,89,בית לחם,450,רחוב מאהד בית לחם הרשות הפלסטינית,,02-2765515,,02-2765517,,
1730,89,יריחו,456,רח' אלמגטס יריחו הרשות הפלסטינית,,02-2321083,,02-2321085,,
1731,89,שכם,457,רח' סופיאן שכם הרשות הפלסטינית,,09-2382030,,09-2382923,,
1732,89,רמאללה,458,רח' טאנוס רמאללה הרשות הפלסטינית,,02-2985921,,02-2985920,,
1733,89,קלקיליה,466,"רח' עבדל רחים אלסבע, בנין אבו סמרה קלקיליה הרשות הפלסטינית",,09-2947921,,09-2947924,,
1734,89,טול כרם,467,רח' שכם טול כרם הרשות הפלסטינית,,09-2686622,,09-2686625,,
1735,89,טובס,468,אל גואר שכם הרשות הפלסטינית,,09-2573801,,09-2573804,,
1736,89,סלפית,469,רח אל קאסם סלפית סלפית הרשות הפלסטינית,,09-2519950,,09-2519953,,
1737,89,ג'נין,449,רח' אבו בקר ג'נין הרשות הפלסטינית,,04-2439521,,04-2439520,,
1738,71,שכם,891,ככר המלך חוסיין שכם הרשות הפלסטינית,,09-2382191,,09-2381953,,
1739,71,רמאללה,893,רחוב אלמערד רמאללה הרשות הפלסטינית,,02-2987680,,02-2987682,,
1740,71,טול כרם,892,"בנין אלערג', רחוב אלחוסיין טול כרם הרשות הפלסטינית",,09-2676585,,09-2676591,,
1741,71,בית לחם,894,מנגר 1 בית לחם הרשות הפלסטינית,,02-2767230,,02-2767237,,
1742,89,חברון,447,"רח' סלאם, חברון",,02-2250004,,02-2250001,,
1743,89,דורא,472,דורא,,02-2285402,,02-2285422,,
1744,49,בית לחם,866,בית לחם,,02-2770080,,02-2770088,,
1745,49,דורא,868,דורא,,02-2283791,,02-2283893,,
1746,66,חברון,811,"רח ואדי אלתופח, חברון",,02-2225353 ,,02-2225358 ,,
1747,49,יריחו,879,רחוב ארמון הישאם,,02-2321310,,02-2321318,,
1748,73,יאטה,446,יאטה,,0,,0,,
1749,20,גבעת שאול,1,גבעת שאול 24 ירושלים 95477,,02-6536226,,02-6527023,,
1750,20,שלוחת הרצליה,15,סוקולוב 1 הרצליה 46497,,09-9507181,,09-9502948,,
1751,20,שלוחת גאולה,17,מלכי ישראל 47 ירושלים 95501,,02-5375350,,02-5385410,,
1752,20,שלוחת כפר סבא,24,ויצמן 47 כפר סבא 44247,,09-7424203,,09-7424206,,
1753,20,"שלוחת מ"ע באר שבע",26,"הפלמ"ח 75 באר שבע 84212",,08-6274164,,08-6273796,,
1754,20,הרצל,27,הרצל 5 אשקלון 78601,,08-6751023,,08-6751081,,
1755,20,שלוחת טרפון,30,רבי עקיבא 54 בני ברק 51273,,03-5790434,,03-5781246,,
1756,20,שלוחת קרית גת,33,"הגפן פינת הרימון 3/5, קניון גת סנטר קרית גת 82018",,08-6884777,,08-6889254,,
1757,20,שלוחת רחובות,34,טלר 28 רחובות 76271,,08-9460780,,08-9365664,,
1758,20,שלוחת נהריה,43,שד' הגעתון 38 נהריה 22380,,04-9929641,,04-9922860,,
1759,20,שלוחת עכו,45,דרך הארבעה 22 עכו 24660,,04-9911096,,04-9913960,,
1760,20,שלוחת טבריה,62,ככר רסקו טבריה 14207,,04-6720701,,04-6725681,,
1761,20,שלוחת אילת,70,"הקניון האדום, בנין משרדים אילת 88000",,08-6376266,,08-6374634,,
1762,20,שלוחת כרמיאל,113,נשיאי ישראל 9 כרמיאל 21921,,04-9884179,,04-9580386,,
1763,20,שלוחת קריון,118,דרך עכו 192 קרית ביאליק 27000,,04-8747299,,04-8747205,,
1764,20,שלוחת מודיעין,121,מודיעין סנטר 121 מודיעין 71908,,08-9728119,,08-9728558,,
1765,20,בן יהודה,401,בן יהודה 12 ירושלים 94622,,02-6208922,,02-6240433,,
1766,20,הדוידקה,402,הנביאים 84 ירושלים 94341,,02-5384221,,02-5381517,,
1767,20,מרכז עסקים,403,יפו 29 ירושלים 94221,,02-6214222,,02-6214244,,
1768,20,אבן גבירול,405,פנקס 1 תל אביב 62032,,03-5455222,,03-5442688,,
1769,20,שכונת פלורנטין,406,סלמה 4 תל אביב 66084,,03-5133222,,03-5180997,,
1770,20,בית אל על,407,בן יהודה 32 תל אביב 63805,,03-6216222,,03-5285604,,
1771,20,ריבל,408,"ריב"ל 7 תל אביב 67778",,03-6893222,,03-6875713,,
1772,20,פסג',409,לילינבלום 48 תל אביב 65134,,03-5679211,,03-5679217,,
1773,20,בית אירופה,410,שד' שאול המלך 37 תל אביב 64928,,03-6920555,,03-6920537,,
1774,20,נאות רחל,411,אילת 4 חולון 58302,,03-5023222,,03-5042112,,
1775,20,חולון,412,סוקולוב 80 חולון 58330,,03-5024222,,03-5011093,,
1776,20,רמת גן,413,ארלוזורוב 1 רמת גן 52481,,03-6798222,,03-6725726,,
1777,20,בר אילן,414,אוניברסיטת בר-אילן גבעת שמואל 72100,,03-7371222,,03-5345219,,
1778,20,הרצליה,415,סוקולוב 14 הרצליה 46497,,09-9719222,,09-9571526,,
1779,20,אשדוד,416,"רוגוזין 3, מרכז מסחרי א' אשדוד 77000",,08-8622222,,08-8563506,,
1780,20,גאולה,417,מלכי ישראל 16 ירושלים 95501,,02-6267222,,02-5384925,,
1781,20,"נתב"ג",418,"נתב"ג, בנין ממ"ן לוד נתב"ג 70100",,03-9712881,,03-9711569,,
1782,20,אזור תעשיה חולון,419,המשביר 19 חולון 58853,,03-5573222,,03-5590862,,
1783,20,חדרה,420,הרצל 23 חדרה ,,04-6126222,,04-6322446,,
1784,20,גן העיר,421,אבן גבירול 71 תל אביב 64162,,03-7254222,,03-5278623,,
1785,20,נתניה,422,סמילנסקי 4 נתניה 42932,,09-8605555,,09-8605515,,
1786,20,רעננה,423,אחוזה 96 רעננה 43703,,09-7615222,,09-7401517,,
1787,20,כפר סבא,424,ויצמן 132-134 כפר סבא 44225,,09-7633401,,09-7678767,,
1788,20,בת ים,425,רוטשילד 25 בת ים 59317,,03-5002522,,03-5070406,,
1789,20,מרכז עסקים באר שבע,426,קרן קיימת לישראל 130 באר שבע 84201,,08-6291622,,08-6291536,,
1790,20,אשקלון,427,"צה"ל 2 אשקלון 78594",,08-6790422,,08-6751165,,
1791,20,נתיבות,428,"ירושלים 13, מרכז מסחרי נתיבות 80200",,08-9937822,,08-9942491,,
1792,20,שטמפפר,429,שטמפפר 37 פתח תקוה 49290,,03-9058222,,03-9304445,,
1793,20,טרפון,430,רבי עקיבא 64 בני ברק 51274,,03-6174333,,03-6174330,,
1794,20,פרדס כץ,431,ז'בוטינסקי 97 בני ברק 51228,,03-5797235,,03-6186979,,
1795,20,רמלה,432,שד' הרצל 92 רמלה 72405,,08-9184222,,08-9249549,,
1796,20,קרית גת,433,המרכז המסחרי קרית גת 82000,,08-6626422,,08-6884699,,
1797,20,רחובות,434,הרצל 163 רחובות 76267,,08-9487222,,08-9361096,,
1798,20,ראשון לציון,435,הרצל 73 ראשון לציון 75267,,03-9570222,,03-9670876,,
1799,20,חצרות יפו,436,סלמה 4 תל אביב 68114,,03-5133222,,03-5180997,,
1800,20,אופקים,437,המרכז המסחרי אופקים 80300,,08-9961818,,08-9926435,,
1801,20,קניון אורות,438,קניון אורות אור עקיבא 30600,,04-6260481,,04-6361294,,
1802,20,בית שאן,439,שאול המלך 18 בית שאן 10900,,04-6064222,,04-6585303,,
1803,20,האגף לעסקי חוץ,440,ז'בוטינסקי 7 תל אביב 52520,,03-7559433,,03-7559911,,
1804,20,הדר,441,הנביאים 26 חיפה 33104,,04-8614722,,04-8662385,,
1805,20,שלומי,442,המרכז המסחרי החדש שלומי 22832,,04-9808301,,04-9808426,,
1806,20,נהריה,443,הרצל 71 נהריה 22442,,04-9005222,,04-9925029,,
1807,20,מרכז עסקים חיפה,444,"פלי"ם 2, חלונות הסיטי חיפה 33095",,04-8658222,,04-8622012,,
1808,20,עכו,445,בן עמי 47 עכו 24000,,04-9014222,,04-9911314,,
1809,20,קרית ים,446,שד' ירושלים 3 קרית ים 29000,,04-8782222,,04-8717905,,
1810,20,נשר,447,דרך בר יהודה 63 נשר 36000,,04-8208308,,04-8203172,,
1811,20,קרית אתא,448,זבולון 4 קרית אתא 28000,,04-8432222,,04-8440887,,
1812,20,כרמל,449,שד' הנשיא 137 חיפה 34632,,04-8302222,,04-8360359,,
1813,20,קרית מלאכי,450,"לב הקריה 2, מרכז מסחרי קרית מלאכי ",,08-8504500,,08-8501801,,
1814,20,הלואות ארציות,451,ז'בוטינסקי 7 רמת גן 52520,,03-7559885,,03-7559651,,
1815,20,נתניה,452,סמילנסקי 4 נתניה 42932,,09-8605555,,09-8605515,,
